Politician,Issuer,PublishedDate,TradedDate,DaysAfter,Owner,Type,SizeRange,Price
Ro KhannaDemocratHouseCA,NORTHEAST OHIO REGIONAL SEWER DISTRICTN/A,7 Feb2024,24 Jan2024,days12,Child,buy,100K–250K,N/A
Ro KhannaDemocratHouseCA,STATE OF GEORGIAN/A,7 Feb2024,24 Jan2024,days12,Child,buy,100K–250K,N/A
Ro KhannaDemocratHouseCA,VIRGINIA COMMONWEALTH TRANSPORTATION BOARDN/A,7 Feb2024,25 Jan2024,days11,Child,buy,100K–250K,N/A
Ro KhannaDemocratHouseCA,CITY OF HARRISONBURG VIRGINIAN/A,7 Feb2024,24 Jan2024,days12,Child,buy,100K–250K,N/A
Ro KhannaDemocratHouseCA,UNIVERSITY OF CINCINNATIN/A,7 Feb2024,24 Jan2024,days12,Child,buy,50K–100K,N/A
Ro KhannaDemocratHouseCA,ROUTT COUNTY COLORADON/A,7 Feb2024,24 Jan2024,days12,Child,buy,50K–100K,N/A
Ro KhannaDemocratHouseCA,STATE OF OHION/A,7 Feb2024,16 Jan2024,days20,Child,buy,50K–100K,N/A
Ro KhannaDemocratHouseCA,STATE OF OHION/A,7 Feb2024,12 Jan2024,days24,Child,buy,50K–100K,N/A
Ro KhannaDemocratHouseCA,CITY OF CINCINNATIN/A,7 Feb2024,16 Jan2024,days20,Child,buy,50K–100K,N/A
Ro KhannaDemocratHouseCA,CITY OF CINCINNATIN/A,7 Feb2024,12 Jan2024,days24,Child,buy,50K–100K,N/A
Ro KhannaDemocratHouseCA,CITY OF CINCINNATIN/A,7 Feb2024,12 Jan2024,days24,Child,buy,50K–100K,N/A
Ro KhannaDemocratHouseCA,PIERCE COUNTY WASHINGTONN/A,7 Feb2024,16 Jan2024,days20,Child,buy,50K–100K,N/A
Ro KhannaDemocratHouseCA,CITY OF CLEVELAND OHION/A,7 Feb2024,16 Jan2024,days20,Child,buy,50K–100K,N/A
Ro KhannaDemocratHouseCA,OHIO WATER DEVELOPMENT AUTHORITYN/A,7 Feb2024,16 Jan2024,days20,Child,buy,50K–100K,N/A
Ro KhannaDemocratHouseCA,COUNTY OF DUPAGE ILLINOISN/A,7 Feb2024,16 Jan2024,days20,Child,buy,50K–100K,N/A
Ro KhannaDemocratHouseCA,CITY OF COLUMBUS OHION/A,7 Feb2024,17 Jan2024,days19,Child,buy,50K–100K,N/A
Ro KhannaDemocratHouseCA,LEWISVILLE INDEPENDENT SCHOOL DISTRICTN/A,7 Feb2024,25 Jan2024,days11,Child,buy,50K–100K,N/A
Ro KhannaDemocratHouseCA,COUNTY OF CUYAHOGAN/A,7 Feb2024,17 Jan2024,days19,Child,buy,50K–100K,N/A
Ro KhannaDemocratHouseCA,STATE OF OHION/A,7 Feb2024,17 Jan2024,days19,Child,buy,50K–100K,N/A
Ro KhannaDemocratHouseCA,OHIO WATER DEVELOPMENT AUTHORITYN/A,7 Feb2024,17 Jan2024,days19,Child,buy,50K–100K,N/A
Ro KhannaDemocratHouseCA,NORTHEAST OHIO REGIONAL SEWER DISTRICTN/A,7 Feb2024,17 Jan2024,days19,Child,buy,50K–100K,N/A
Ro KhannaDemocratHouseCA,NORTHEAST OHIO REGIONAL SEWER DISTRICTN/A,7 Feb2024,17 Jan2024,days19,Child,buy,50K–100K,N/A
Ro KhannaDemocratHouseCA,CITY OF COLUMBUS OHION/A,7 Feb2024,17 Jan2024,days19,Child,buy,50K–100K,N/A
Ro KhannaDemocratHouseCA,COUNTY OF DUPAGE ILLINOISN/A,7 Feb2024,24 Jan2024,days12,Child,buy,50K–100K,N/A
Ro KhannaDemocratHouseCA,MARICOPA COUNTY ARIZONAN/A,7 Feb2024,24 Jan2024,days12,Child,buy,50K–100K,N/A
Ro KhannaDemocratHouseCA,MARICOPA UNIFIED SCHOOL DISTRICTN/A,7 Feb2024,24 Jan2024,days12,Child,buy,50K–100K,N/A
Ro KhannaDemocratHouseCA,STATE OF OHION/A,7 Feb2024,17 Jan2024,days19,Child,buy,15K–50K,N/A
Ro KhannaDemocratHouseCA,STATE OF VERMONTN/A,7 Feb2024,24 Jan2024,days12,Child,buy,15K–50K,N/A
Ro KhannaDemocratHouseCA,STATE OF OHION/A,7 Feb2024,24 Jan2024,days12,Child,buy,15K–50K,N/A
Ro KhannaDemocratHouseCA,WESTLAKE CITY SCHOOL DISTRICT OHION/A,7 Feb2024,25 Jan2024,days11,Child,buy,15K–50K,N/A
Ro KhannaDemocratHouseCA,STATE OF OHION/A,7 Feb2024,24 Jan2024,days12,Child,buy,15K–50K,N/A
Ro KhannaDemocratHouseCA,LAKEWOOD CITY SCHOOL DISTRICT OHION/A,7 Feb2024,25 Jan2024,days11,Child,buy,15K–50K,N/A
Ro KhannaDemocratHouseCA,INDIAN HILL EXEMPTED VILLAGE SCHOOL DISTRICTN/A,7 Feb2024,12 Jan2024,days24,Child,buy,15K–50K,N/A
Ro KhannaDemocratHouseCA,STATE OF OHION/A,7 Feb2024,24 Jan2024,days12,Child,buy,15K–50K,N/A
Ro KhannaDemocratHouseCA,STATE OF OHION/A,7 Feb2024,16 Jan2024,days20,Child,buy,15K–50K,N/A
Ro KhannaDemocratHouseCA,OHIO WATER DEVELOPMENT AUTHORITYN/A,7 Feb2024,16 Jan2024,days20,Child,buy,15K–50K,N/A
Ro KhannaDemocratHouseCA,OHIO WATER DEVELOPMENT AUTHORITYN/A,7 Feb2024,16 Jan2024,days20,Child,buy,15K–50K,N/A
Ro KhannaDemocratHouseCA,COLERAIN TOWNSHIP OHION/A,7 Feb2024,17 Jan2024,days19,Child,buy,15K–50K,N/A
Ro KhannaDemocratHouseCA,STATE OF OHION/A,7 Feb2024,25 Jan2024,days11,Child,buy,15K–50K,N/A
Ro KhannaDemocratHouseCA,STATE OF OHION/A,7 Feb2024,16 Jan2024,days20,Child,buy,15K–50K,N/A
Ro KhannaDemocratHouseCA,OHIO STATE UNIVERSITYN/A,7 Feb2024,17 Jan2024,days19,Child,buy,15K–50K,N/A
Ro KhannaDemocratHouseCA,TEXAS TRANSPORTATION COMMISSIONN/A,7 Feb2024,26 Jan2024,days10,Child,buy,15K–50K,N/A
Ro KhannaDemocratHouseCA,WASHOE COUNTY NEVADAN/A,7 Feb2024,16 Jan2024,days20,Child,buy,15K–50K,N/A
Ro KhannaDemocratHouseCA,NEW MEXICO FINANCE AUTHORITYN/A,7 Feb2024,18 Jan2024,days18,Child,buy,15K–50K,N/A
Ro KhannaDemocratHouseCA,COUNTY OF CUYAHOGAN/A,7 Feb2024,17 Jan2024,days19,Child,buy,15K–50K,N/A
Ro KhannaDemocratHouseCA,STATE OF OHION/A,7 Feb2024,12 Jan2024,days24,Child,buy,15K–50K,N/A
Ro KhannaDemocratHouseCA,OHIO WATER DEVELOPMENT AUTHORITYN/A,7 Feb2024,16 Jan2024,days20,Child,buy,15K–50K,N/A
Ro KhannaDemocratHouseCA,COLUMBUS CITY SCHOOL DISTRICT FRANKLIN COUNTY OHION/A,7 Feb2024,24 Jan2024,days12,Child,buy,15K–50K,N/A
Ro KhannaDemocratHouseCA,RHODE ISLAND HEALTH AND EDUCATIONAL BUILDING CORPN/A,7 Feb2024,12 Jan2024,days24,Child,buy,15K–50K,N/A
Ro KhannaDemocratHouseCA,STATE OF OHION/A,7 Feb2024,12 Jan2024,days24,Child,buy,15K–50K,N/A
Ro KhannaDemocratHouseCA,CITY OF TALLAHASSEE FLORIDAN/A,7 Feb2024,16 Jan2024,days20,Child,buy,15K–50K,N/A
Ro KhannaDemocratHouseCA,CITY OF JACKSONVILLE FLORIDAN/A,7 Feb2024,16 Jan2024,days20,Child,buy,15K–50K,N/A
Ro KhannaDemocratHouseCA,STATE OF OHION/A,7 Feb2024,25 Jan2024,days11,Child,buy,1K–15K,N/A
Ro KhannaDemocratHouseCA,CITY OF CINCINNATIN/A,7 Feb2024,12 Jan2024,days24,Child,buy,1K–15K,N/A
Ro KhannaDemocratHouseCA,ADAMS 12 FIVE STAR SCHOOLS COLORADON/A,7 Feb2024,16 Jan2024,days20,Child,buy,1K–15K,N/A
Ro KhannaDemocratHouseCA,BUCKEYE CENTRAL LOCAL SCHOOL DISTRICT OHION/A,7 Feb2024,18 Jan2024,days18,Child,buy,1K–15K,N/A
Ro KhannaDemocratHouseCA,SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT AND POWER DISTRICTN/A,7 Feb2024,12 Jan2024,days24,Child,buy,1K–15K,N/A
Ro KhannaDemocratHouseCA,UNIVERSITY OF CINCINNATIN/A,7 Feb2024,12 Jan2024,days24,Child,buy,1K–15K,N/A
Ro KhannaDemocratHouseCA,NORTHEAST OHIO REGIONAL SEWER DISTRICTN/A,7 Feb2024,25 Jan2024,days11,Child,buy,1K–15K,N/A
Ro KhannaDemocratHouseCA,CITY OF CINCINNATIN/A,7 Feb2024,17 Jan2024,days19,Child,buy,1K–15K,N/A
Ro KhannaDemocratHouseCA,COUNTY OF FRANKLIN OHION/A,7 Feb2024,18 Jan2024,days18,Child,buy,1K–15K,N/A
Ro KhannaDemocratHouseCA,STATE OF CONNECTICUTN/A,7 Feb2024,12 Jan2024,days24,Child,buy,1K–15K,N/A
Ro KhannaDemocratHouseCA,MILFORD EXEMPTED VILLAGE SCHOOL DISTRICTN/A,7 Feb2024,18 Jan2024,days18,Child,buy,1K–15K,N/A
Ro KhannaDemocratHouseCA,PERRYSBURG EXEMPTED VILLAGE SCHOOL DISTRICT WOOD COUNTY OHION/A,7 Feb2024,16 Jan2024,days20,Child,buy,1K–15K,N/A
Ro KhannaDemocratHouseCA,UNIVERSITY OF CINCINNATIN/A,7 Feb2024,17 Jan2024,days19,Child,buy,1K–15K,N/A
Ro KhannaDemocratHouseCA,MONMOUTH COUNTY IMPROVEMENT AUTHORITYN/A,7 Feb2024,12 Jan2024,days24,Child,buy,1K–15K,N/A
Bill KeatingDemocratHouseMA,AT&T IncT:US,6 Feb2024,18 Jan2024,days18,Undisclosed,sell,15K–50K,N/A
Bill KeatingDemocratHouseMA,Bank of America CorpBAC:US,6 Feb2024,18 Jan2024,days18,Undisclosed,buy,15K–50K,N/A
Bill KeatingDemocratHouseMA,Microsoft CorpMSFT:US,6 Feb2024,2 Feb2024,days3,Undisclosed,buy,15K–50K,N/A
Bill KeatingDemocratHouseMA,Palo Alto Networks IncPANW:US,6 Feb2024,24 Jan2024,days12,Undisclosed,buy,1K–15K,$340.24
Bill KeatingDemocratHouseMA,Union Pacific CorpUNP:US,6 Feb2024,25 Jan2024,days11,Undisclosed,buy,15K–50K,N/A
Suzan DelBeneDemocratHouseWA,CITY AND COUNTY OF HONOLULUN/A,6 Feb2024,23 Jan2024,days13,Joint,buy,15K–50K,N/A
Suzan DelBeneDemocratHouseWA,STATE OF ILLINOISN/A,6 Feb2024,31 Jan2024,days5,Joint,buy,50K–100K,N/A
Suzan DelBeneDemocratHouseWA,STATE OF NEW YORK GENERAL OBLIGATION BONDSN/A,6 Feb2024,19 Jan2024,days17,Joint,buy,1K–15K,N/A
Virginia FoxxRepublicanHouseNC,Altria Group IncMO:US,6 Feb2024,11 Jan2024,days25,Joint,buy,1K–15K,$41.60
Virginia FoxxRepublicanHouseNC,Altria Group IncMO:US,6 Feb2024,10 Jan2024,days26,Joint,sell,15K–50K,$41.06
Virginia FoxxRepublicanHouseNC,Altria Group IncMO:US,6 Feb2024,16 Jan2024,days20,Joint,sell,1K–15K,$40.97
Virginia FoxxRepublicanHouseNC,CROSS TIMBERS ROYALTY TRUSTCRT:US,6 Feb2024,17 Jan2024,days19,Joint,sell,15K–50K,$17.25
Virginia FoxxRepublicanHouseNC,Duke Energy CorpDUK:US,6 Feb2024,16 Jan2024,days20,Joint,buy,1K–15K,$98.03
Virginia FoxxRepublicanHouseNC,Energy Transfer LPET:US,6 Feb2024,16 Jan2024,days20,Joint,buy,15K–50K,$13.90
Virginia FoxxRepublicanHouseNC,Energy Transfer LPET:US,6 Feb2024,17 Jan2024,days19,Joint,buy,1K–15K,$13.77
Virginia FoxxRepublicanHouseNC,Energy Transfer LPET:US,6 Feb2024,18 Jan2024,days18,Undisclosed,buy,1K–15K,$13.72
Virginia FoxxRepublicanHouseNC,Hercules Capital IncHTGC:US,6 Feb2024,16 Jan2024,days20,Joint,buy,15K–50K,$16.95
Virginia FoxxRepublicanHouseNC,Schwab US Large-Cap ETFSCHX:US,6 Feb2024,8 Jan2024,days28,Joint,buy,1K–15K,$56.28
Virginia FoxxRepublicanHouseNC,Schwab US Large-Cap ETFSCHX:US,6 Feb2024,17 Jan2024,days19,Joint,buy,1K–15K,$55.95
Michael BurgessRepublicanHouseTX,Blackstone Group IncBX:US,6 Feb2024,12 Jan2024,days24,Undisclosed,sell,15K–50K,$119.34
Michael BurgessRepublicanHouseTX,Valero Energy CorpVLO:US,6 Feb2024,12 Jan2024,days24,Undisclosed,sell,15K–50K,$131.50
Richard BlumenthalDemocratSenateCT,Alphabet IncGOOGL:US,6 Feb2024,29 Dec2023,days38,Self,sell,250K–500K,$140.93
Richard BlumenthalDemocratSenateCT,Amazon.com IncAMZN:US,6 Feb2024,29 Dec2023,days38,Self,sell,250K–500K,$151.94
Richard BlumenthalDemocratSenateCT,Intel CorpINTC:US,6 Feb2024,29 Dec2023,days38,Self,sell,250K–500K,$50.25
Richard BlumenthalDemocratSenateCT,Microsoft CorpMSFT:US,6 Feb2024,29 Dec2023,days38,Self,sell,500K–1M,$376.04
Tom CarperDemocratSenateDE,US TREASURY BILLSN/A,2 Feb2024,18 Jan2024,days15,Spouse,sell,15K–50K,N/A
Tom CarperDemocratSenateDE,US TREASURY BILLSN/A,2 Feb2024,18 Jan2024,days15,Spouse,sell,15K–50K,N/A
Tom CarperDemocratSenateDE,US TREASURY BILLSN/A,2 Feb2024,18 Jan2024,days15,Spouse,sell,15K–50K,N/A
Tom CarperDemocratSenateDE,US TREASURY BILLSN/A,2 Feb2024,17 Jan2024,days16,Spouse,buy,15K–50K,N/A
Tom CarperDemocratSenateDE,US TREASURY BILLSN/A,2 Feb2024,17 Jan2024,days16,Spouse,buy,15K–50K,N/A
Tom CarperDemocratSenateDE,Goldman Sachs AccessTreasury 0-1 Year ETFGBIL:US,2 Feb2024,17 Jan2024,days16,Spouse,buy,1K–15K,$99.96
Tom CarperDemocratSenateDE,Broadcom IncAVGO:US,2 Feb2024,16 Jan2024,days17,Spouse,sell,1K–15K,N/A
Tom CarperDemocratSenateDE,The AES CorpAES:US,2 Feb2024,17 Jan2024,days16,Spouse,buy,1K–15K,$17.40
Tom CarperDemocratSenateDE,TotalEnergies SETTE:US,2 Feb2024,17 Jan2024,days16,Spouse,sell,1K–15K,$63.18
Tom CarperDemocratSenateDE,Starbucks CorpSBUX:US,2 Feb2024,17 Jan2024,days16,Spouse,buy,1K–15K,$91.77
Tom CarperDemocratSenateDE,Valero Energy CorpVLO:US,2 Feb2024,17 Jan2024,days16,Spouse,buy,1K–15K,$126.31
Tom CarperDemocratSenateDE,Metlife IncMET:US,2 Feb2024,17 Jan2024,days16,Spouse,sell,1K–15K,$67.41
Tom CarperDemocratSenateDE,CME Group IncCME:US,2 Feb2024,17 Jan2024,days16,Spouse,buy,1K–15K,$202.97
Tom CarperDemocratSenateDE,Equitrans Midstream CorpETRN:US,2 Feb2024,17 Jan2024,days16,Spouse,buy,1K–15K,$10.30
Tom CarperDemocratSenateDE,Goldman Sachs AccessTreasury 0-1 Year ETFGBIL:US,2 Feb2024,17 Jan2024,days16,Spouse,buy,1K–15K,$99.96
Tom CarperDemocratSenateDE,Abbott LaboratoriesABT:US,2 Feb2024,17 Jan2024,days16,Spouse,sell,1K–15K,$113.93
Tom CarperDemocratSenateDE,SENTINELONE INCS:US,2 Feb2024,2 Jan2024,days31,Spouse,sell,1K–15K,$25.87
Tom CarperDemocratSenateDE,Dell Technologies IncDELL:US,2 Feb2024,2 Jan2024,days31,Spouse,buy,1K–15K,$74.79
Mark GreenRepublicanHouseTN,NGL Energy Partners LPNGL:US,2 Feb2024,29 Jan2024,days3,Undisclosed,sell,100K–250K,$5.85
Debbie Wasserman SchultzDemocratHouseFL,MAG SILVER CORPMAG:US,1 Feb2024,8 Jan2024,days23,Child,buy,1K–15K,$9.99
Debbie Wasserman SchultzDemocratHouseFL,MAG SILVER CORPMAG:US,1 Feb2024,5 Jan2024,days26,Child,sell,1K–15K,$10.01
Anna Paulina LunaRepublicanHouseFL,Lineage Cell Therapeutics IncLCTX:US,31 Jan2024,2 Jan2024,days27,Undisclosed,sell,1K–15K,$1.09
Nicole MalliotakisRepublicanHouseNY,US TREASURY BILLSN/A,31 Jan2024,24 Jan2024,days6,Undisclosed,buy,100K–250K,N/A
Rudy YakymRepublicanHouseIN,US TREASURY BILLSN/A,30 Jan2024,23 Jan2024,days6,Undisclosed,buy,15K–50K,N/A
Thomas Kean JrRepublicanHouseNJ,Oracle CorpORCL:US,29 Jan2024,14 Dec2023,days43,Undisclosed,buy,1K–15K,$100.31
Doris MatsuiDemocratHouseCA,US TREASURY NOTEN/A,29 Jan2024,16 Jan2024,days10,Spouse,buy,500K–1M,N/A
Doris MatsuiDemocratHouseCA,US TREASURY NOTEN/A,29 Jan2024,16 Jan2024,days10,Spouse,buy,500K–1M,N/A
Doris MatsuiDemocratHouseCA,US TREASURY NOTEN/A,29 Jan2024,16 Jan2024,days10,Spouse,buy,500K–1M,N/A
Doris MatsuiDemocratHouseCA,US TREASURY NOTEN/A,29 Jan2024,16 Jan2024,days10,Spouse,buy,500K–1M,N/A
Doris MatsuiDemocratHouseCA,US TREASURY NOTEN/A,29 Jan2024,16 Jan2024,days10,Spouse,buy,500K–1M,N/A
Doris MatsuiDemocratHouseCA,US TREASURY NOTEN/A,29 Jan2024,16 Jan2024,days10,Spouse,buy,500K–1M,N/A
Markwayne MullinRepublicanSenateOK,JOHNSTON COUNTY NORTH CAROLINAN/A,27 Jan2024,18 Jan2024,days8,Joint,sell,50K–100K,N/A
Markwayne MullinRepublicanSenateOK,CENTRAL WEBER SEWER IMPROVEMENT DISTRICTN/A,27 Jan2024,18 Jan2024,days8,Joint,sell,50K–100K,N/A
Markwayne MullinRepublicanSenateOK,CITY OF AUSTIN TEXASN/A,27 Jan2024,18 Jan2024,days8,Joint,sell,15K–50K,N/A
Markwayne MullinRepublicanSenateOK,CITY OF KAUKAUNAN/A,27 Jan2024,18 Jan2024,days8,Joint,sell,50K–100K,N/A
Markwayne MullinRepublicanSenateOK,CANADIAN COUNTY EDUCATIONAL FACILITIES AUTHORITYN/A,27 Jan2024,3 Jan2024,days23,Joint,buy,100K–250K,N/A
Markwayne MullinRepublicanSenateOK,OKLAHOMA CAPITOL IMPROVEMENT AUTHORITYN/A,27 Jan2024,10 Jan2024,days16,Joint,buy,50K–100K,N/A
Markwayne MullinRepublicanSenateOK,Zoetis IncZTS:US,27 Jan2024,4 Jan2024,days22,Spouse,buy,1K–15K,$194.04
Markwayne MullinRepublicanSenateOK,Sprouts Farmers Market IncSFM:US,27 Jan2024,4 Jan2024,days22,Spouse,buy,1K–15K,$49.01
Markwayne MullinRepublicanSenateOK,Ollie's Bargain Outlet Holdings IncOLLI:US,27 Jan2024,4 Jan2024,days22,Spouse,buy,1K–15K,$70.78
Markwayne MullinRepublicanSenateOK,The Goldman Sachs Group IncGS:US,27 Jan2024,4 Jan2024,days22,Spouse,buy,1K–15K,$382.95
Markwayne MullinRepublicanSenateOK,FRESHPET INCFRPT:US,27 Jan2024,4 Jan2024,days22,Spouse,buy,1K–15K,$83.82
Markwayne MullinRepublicanSenateOK,Eaton Corp PLCETN:US,27 Jan2024,4 Jan2024,days22,Spouse,buy,1K–15K,$234.48
Markwayne MullinRepublicanSenateOK,e.l.f. Beauty IncELF:US,27 Jan2024,4 Jan2024,days22,Spouse,buy,1K–15K,$137.27
Markwayne MullinRepublicanSenateOK,CyberArk Software LtdCYBR:US,27 Jan2024,4 Jan2024,days22,Spouse,buy,1K–15K,$211.68
Markwayne MullinRepublicanSenateOK,Badger Meter IncBMI:US,27 Jan2024,4 Jan2024,days22,Spouse,buy,1K–15K,$153.27
Markwayne MullinRepublicanSenateOK,Axon Enterprise IncAXON:US,27 Jan2024,4 Jan2024,days22,Spouse,buy,1K–15K,$244.93
Markwayne MullinRepublicanSenateOK,Zoetis IncZTS:US,27 Jan2024,4 Jan2024,days22,Self,buy,1K–15K,$194.04
Markwayne MullinRepublicanSenateOK,Sprouts Farmers Market IncSFM:US,27 Jan2024,4 Jan2024,days22,Self,buy,1K–15K,$49.01
Markwayne MullinRepublicanSenateOK,Ollie's Bargain Outlet Holdings IncOLLI:US,27 Jan2024,4 Jan2024,days22,Self,buy,1K–15K,$70.78
Markwayne MullinRepublicanSenateOK,The Goldman Sachs Group IncGS:US,27 Jan2024,4 Jan2024,days22,Self,buy,1K–15K,$382.95
Markwayne MullinRepublicanSenateOK,FRESHPET INCFRPT:US,27 Jan2024,4 Jan2024,days22,Self,buy,1K–15K,$83.82
Markwayne MullinRepublicanSenateOK,Eaton Corp PLCETN:US,27 Jan2024,4 Jan2024,days22,Self,buy,1K–15K,$234.48
Markwayne MullinRepublicanSenateOK,e.l.f. Beauty IncELF:US,27 Jan2024,4 Jan2024,days22,Self,buy,1K–15K,$137.27
Markwayne MullinRepublicanSenateOK,CyberArk Software LtdCYBR:US,27 Jan2024,4 Jan2024,days22,Self,buy,1K–15K,$211.68
Markwayne MullinRepublicanSenateOK,Badger Meter IncBMI:US,27 Jan2024,4 Jan2024,days22,Self,buy,1K–15K,$153.27
Markwayne MullinRepublicanSenateOK,Axon Enterprise IncAXON:US,27 Jan2024,4 Jan2024,days22,Self,buy,1K–15K,$244.93
Markwayne MullinRepublicanSenateOK,Adobe IncADBE:US,27 Jan2024,2 Jan2024,days24,Joint,buy,15K–50K,$580.07
Markwayne MullinRepublicanSenateOK,Advanced Micro Devices IncAMD:US,27 Jan2024,2 Jan2024,days24,Joint,buy,15K–50K,$138.58
Markwayne MullinRepublicanSenateOK,Apple IncAAPL:US,27 Jan2024,2 Jan2024,days24,Joint,buy,50K–100K,$185.64
Markwayne MullinRepublicanSenateOK,Applied Materials IncAMAT:US,27 Jan2024,2 Jan2024,days24,Joint,buy,15K–50K,$154.37
Markwayne MullinRepublicanSenateOK,Meta Platforms IncMETA:US,27 Jan2024,2 Jan2024,days24,Joint,buy,15K–50K,$346.29
Markwayne MullinRepublicanSenateOK,Lam Research CorpLRCX:US,27 Jan2024,2 Jan2024,days24,Joint,buy,15K–50K,$749.30
Markwayne MullinRepublicanSenateOK,NVIDIA CorporationNVDA:US,27 Jan2024,2 Jan2024,days24,Joint,buy,15K–50K,$481.68
Markwayne MullinRepublicanSenateOK,Shopify IncSHOP:US,27 Jan2024,22 Dec2023,days35,Self,sell,1K–15K,$76.83
Markwayne MullinRepublicanSenateOK,PayPal Holdings IncPYPL:US,27 Jan2024,22 Dec2023,days35,Self,sell,1K–15K,$61.84
Markwayne MullinRepublicanSenateOK,Insulet CorpPODD:US,27 Jan2024,22 Dec2023,days35,Self,sell,1K–15K,$216.18
Markwayne MullinRepublicanSenateOK,Instructure Holdings IncINST:US,27 Jan2024,22 Dec2023,days35,Self,sell,1K–15K,$27.81
Markwayne MullinRepublicanSenateOK,Hubbell IncHUBB:US,27 Jan2024,22 Dec2023,days35,Self,sell,1K–15K,$325.99
Markwayne MullinRepublicanSenateOK,FABRINETFN:US,27 Jan2024,22 Dec2023,days35,Self,sell,1K–15K,$191.97
Markwayne MullinRepublicanSenateOK,FirstCash Holdings IncFCFS:US,27 Jan2024,22 Dec2023,days35,Self,sell,1K–15K,$109.93
Markwayne MullinRepublicanSenateOK,ExlService Holdings IncEXLS:US,27 Jan2024,22 Dec2023,days35,Self,sell,1K–15K,$30.92
Markwayne MullinRepublicanSenateOK,Corteva IncCTVA:US,27 Jan2024,22 Dec2023,days35,Self,sell,1K–15K,$47.46
Markwayne MullinRepublicanSenateOK,CELSIUS HOLDINGS INCCELH:US,27 Jan2024,22 Dec2023,days35,Self,sell,1K–15K,$50.04
Max MillerRepublicanHouseOH,MERCATO PARTNERS TRAVERSE IV QP LPN/A,26 Jan2024,25 Jan2024,days1,Undisclosed,buy,< 1K,N/A
Gary PetersDemocratSenateMI,Dominion Energy IncD:US,25 Jan2024,28 Dec2023,days28,Self,sell,1K–15K,$47.06
Pete SessionsRepublicanHouseTX,Alibaba Group Holding LtdBABA:US,25 Jan2024,28 Dec2023,days27,Spouse,sell,1K–15K,$77.24
Pete SessionsRepublicanHouseTX,American Tower CorpAMT:US,25 Jan2024,28 Dec2023,days27,Spouse,sell,1K–15K,$217.16
Pete SessionsRepublicanHouseTX,Crown Castle International CorpCCI:US,25 Jan2024,28 Dec2023,days27,Spouse,sell,1K–15K,$116.11
Pete SessionsRepublicanHouseTX,US TREASURY BILLSN/A,25 Jan2024,25 Jan2024,days0,Undisclosed,buy,1K–15K,N/A
Blake MooreRepublicanHouseUT,Alibaba Group Holding LtdBABA:US,24 Jan2024,19 Jan2024,days5,Undisclosed,sell,1K–15K,$69.42
Blake MooreRepublicanHouseUT,Alphabet IncGOOGL:US,24 Jan2024,19 Jan2024,days5,Undisclosed,sell,1K–15K,$147.97
Blake MooreRepublicanHouseUT,Alphabet IncGOOGL:US,24 Jan2024,19 Jan2024,days5,Undisclosed,sell,15K–50K,$147.97
Blake MooreRepublicanHouseUT,Amazon.com IncAMZN:US,24 Jan2024,19 Jan2024,days5,Undisclosed,sell,15K–50K,$155.34
Blake MooreRepublicanHouseUT,Amazon.com IncAMZN:US,24 Jan2024,19 Jan2024,days5,Undisclosed,sell,1K–15K,$155.34
Blake MooreRepublicanHouseUT,Amazon.com IncAMZN:US,24 Jan2024,19 Jan2024,days5,Undisclosed,sell,1K–15K,$155.34
Blake MooreRepublicanHouseUT,American Express CoAXP:US,24 Jan2024,19 Jan2024,days5,Undisclosed,sell,1K–15K,$183.17
Blake MooreRepublicanHouseUT,American Express CoAXP:US,24 Jan2024,19 Jan2024,days5,Undisclosed,sell,1K–15K,$183.17
Blake MooreRepublicanHouseUT,American Express CoAXP:US,24 Jan2024,19 Jan2024,days5,Undisclosed,sell,15K–50K,$183.17
Blake MooreRepublicanHouseUT,Apple IncAAPL:US,24 Jan2024,19 Jan2024,days5,Undisclosed,sell,15K–50K,$191.56
Blake MooreRepublicanHouseUT,Apple IncAAPL:US,24 Jan2024,19 Jan2024,days5,Undisclosed,sell,1K–15K,$191.56
Blake MooreRepublicanHouseUT,Apple IncAAPL:US,24 Jan2024,19 Jan2024,days5,Undisclosed,sell,1K–15K,$191.56
Blake MooreRepublicanHouseUT,Apple IncAAPL:US,24 Jan2024,22 Dec2023,days33,Undisclosed,buy,1K–15K,$193.60
Blake MooreRepublicanHouseUT,Bank of America CorpBAC:US,24 Jan2024,19 Jan2024,days5,Undisclosed,sell,1K–15K,$32.22
Blake MooreRepublicanHouseUT,Bank of America CorpBAC:US,24 Jan2024,19 Jan2024,days5,Undisclosed,sell,1K–15K,$32.22
Blake MooreRepublicanHouseUT,Bank of America CorpBAC:US,24 Jan2024,19 Jan2024,days5,Undisclosed,sell,1K–15K,$32.22
Blake MooreRepublicanHouseUT,Berkshire Hathaway IncBRK/B:US,24 Jan2024,19 Jan2024,days5,Undisclosed,sell,1K–15K,$366.99
Blake MooreRepublicanHouseUT,Berkshire Hathaway IncBRK/B:US,24 Jan2024,19 Jan2024,days5,Undisclosed,sell,1K–15K,$366.99
Blake MooreRepublicanHouseUT,Berkshire Hathaway IncBRK/B:US,24 Jan2024,19 Jan2024,days5,Undisclosed,sell,15K–50K,$366.99
Blake MooreRepublicanHouseUT,Boeing CoBA:US,24 Jan2024,9 Jan2024,days15,Undisclosed,sell,1K–15K,$225.76
