Politician,Issuer,PublishedDate,TradedDate,DaysAfter,Owner,Type,SizeRange,Price
John BoozmanRepublicanSenateAR,ABRDN PHYSICAL PLATIN SH ETFPPLT:US,18 Oct2024,6 Sept2024,days42,Joint,buy,1K–15K,$84.58
John BoozmanRepublicanSenateAR,ABRDN PHYSICAL PALLAD SH ETFPALL:US,18 Oct2024,6 Sept2024,days42,Joint,buy,1K–15K,$83.90
Rudy YakymRepublicanHouseIN,US TREASURY BILLSN/A,18 Oct2024,15 Oct2024,days2,Undisclosed,buy,15K–50K,N/A
Rudy YakymRepublicanHouseIN,US TREASURY BILLSN/A,18 Oct2024,15 Oct2024,days2,Undisclosed,buy,50K–100K,N/A
Scott PetersDemocratHouseCA,ALLOCATE ALPHA FUND II LPN/A,17 Oct2024,19 Sept2024,days27,Spouse,buy,15K–50K,N/A
Scott PetersDemocratHouseCA,ALLOCATE PREMIER ACCESS FUND LPN/A,17 Oct2024,20 Sept2024,days26,Spouse,buy,15K–50K,N/A
Scott PetersDemocratHouseCA,GV CHRISTI LLCN/A,17 Oct2024,10 Sept2024,days36,Spouse,buy,50K–100K,N/A
Scott PetersDemocratHouseCA,KENT STREET GROUP GPN/A,17 Oct2024,11 Sept2024,days35,Spouse,buy,15K–50K,N/A
Scott PetersDemocratHouseCA,LYNETT CAPITAL PARTNERS II LPN/A,17 Oct2024,9 Sept2024,days37,Spouse,buy,100K–250K,N/A
Scott PetersDemocratHouseCA,SACRAMENTO SUBURBAN WATER DISTRICTN/A,17 Oct2024,27 Sept2024,days19,Undisclosed,buy,50K–100K,N/A
Scott PetersDemocratHouseCA,SAN MATEO UNION HIGH SCHOOL DISTRICT SAN MATEO COUNTY CALIFORNIAN/A,17 Oct2024,3 Sept2024,days43,Spouse,sell,50K–100K,N/A
Kevin HernRepublicanHouseOK,Citigroup IncC:US,17 Oct2024,23 Sept2024,days23,Joint,sell,250K–500K,N/A
Richard BlumenthalDemocratSenateCT,BRAZIL GOVERNMENT BONDSN/A,16 Oct2024,2 Sept2024,days44,Spouse,buy,250K–500K,N/A
Richard BlumenthalDemocratSenateCT,GOING DOWN THE ROAD FEELING BAD LLCN/A,16 Oct2024,9 Sept2024,days37,Spouse,buy,250K–500K,N/A
Richard BlumenthalDemocratSenateCT,BRAZIL GOVERNMENT BONDSN/A,16 Oct2024,17 Sept2024,days29,Spouse,buy,500K–1M,N/A
Richard BlumenthalDemocratSenateCT,GOING DOWN THE ROAD FEELING BAD LLCN/A,16 Oct2024,9 Sept2024,days37,Spouse,buy,500K–1M,N/A
Richard BlumenthalDemocratSenateCT,GOING DOWN THE ROAD FEELING BAD LLCN/A,16 Oct2024,9 Sept2024,days37,Spouse,buy,50K–100K,N/A
Mike KellyRepublicanHousePA,DALLAS FORT WORTH INTERNATIONAL AIRPORTN/A,16 Oct2024,23 Sept2024,days22,Spouse,buy,50K–100K,N/A
Thomas Kean JrRepublicanHouseNJ,AMENTUM HOLDINGS INCAMTM:US,16 Oct2024,30 Sept2024,days15,Undisclosed,receive,1K–15K,$32.25
Thomas Kean JrRepublicanHouseNJ,AMENTUM HOLDINGS INCAMTM:US,16 Oct2024,30 Sept2024,days15,Undisclosed,receive,1K–15K,$32.25
Thomas Kean JrRepublicanHouseNJ,AMENTUM HOLDINGS INCAMTM:US,16 Oct2024,30 Sept2024,days15,Undisclosed,receive,1K–15K,$32.25
Thomas Kean JrRepublicanHouseNJ,AMENTUM HOLDINGS INCAMTM:US,16 Oct2024,30 Sept2024,days15,Undisclosed,receive,1K–15K,$32.25
Thomas Kean JrRepublicanHouseNJ,Jacobs Engineering Group IncJ:US,16 Oct2024,30 Sept2024,days15,Undisclosed,receive,15K–50K,$130.90
Thomas Kean JrRepublicanHouseNJ,Jacobs Engineering Group IncJ:US,16 Oct2024,30 Sept2024,days15,Undisclosed,receive,15K–50K,$130.90
Thomas Kean JrRepublicanHouseNJ,Jacobs Engineering Group IncJ:US,16 Oct2024,30 Sept2024,days15,Undisclosed,receive,15K–50K,$130.90
Thomas Kean JrRepublicanHouseNJ,Jacobs Engineering Group IncJ:US,16 Oct2024,30 Sept2024,days15,Undisclosed,receive,15K–50K,$130.90
Thomas Kean JrRepublicanHouseNJ,Jacobs Engineering Group IncJ:US,16 Oct2024,30 Sept2024,days15,Undisclosed,exchange,15K–50K,$130.90
Thomas Kean JrRepublicanHouseNJ,Jacobs Engineering Group IncJ:US,16 Oct2024,30 Sept2024,days15,Undisclosed,exchange,15K–50K,$130.90
Thomas Kean JrRepublicanHouseNJ,Jacobs Engineering Group IncJ:US,16 Oct2024,30 Sept2024,days15,Undisclosed,exchange,15K–50K,$130.90
Thomas Kean JrRepublicanHouseNJ,Jacobs Engineering Group IncJ:US,16 Oct2024,30 Sept2024,days15,Undisclosed,exchange,1K–15K,$130.90
Thomas Kean JrRepublicanHouseNJ,Liberty Media Corp SiriusXM GroupLSXMA:US,16 Oct2024,10 Sept2024,days35,Undisclosed,exchange,1K–15K,N/A
Thomas Kean JrRepublicanHouseNJ,Liberty Media Corp SiriusXM GroupLSXMA:US,16 Oct2024,10 Sept2024,days35,Undisclosed,exchange,1K–15K,N/A
Thomas Kean JrRepublicanHouseNJ,Nike IncNKE:US,16 Oct2024,11 Sept2024,days34,Undisclosed,sell,1K–15K,$78.40
Thomas Kean JrRepublicanHouseNJ,Sirius XM Holdings IncSIRI:US,16 Oct2024,10 Sept2024,days35,Undisclosed,receive,1K–15K,$27.38
Scott FranklinRepublicanHouseFL,Automatic Data Processing IncADP:US,16 Oct2024,24 Sept2024,days21,Undisclosed,buy,50K–100K,$276.64
Scott FranklinRepublicanHouseFL,Automatic Data Processing IncADP:US,16 Oct2024,24 Sept2024,days21,Undisclosed,buy,1K–15K,$276.64
Scott FranklinRepublicanHouseFL,Illinois Tool Works IncITW:US,16 Oct2024,25 Sept2024,days20,Undisclosed,buy,50K–100K,$258.06
Scott FranklinRepublicanHouseFL,Illinois Tool Works IncITW:US,16 Oct2024,25 Sept2024,days20,Undisclosed,buy,1K–15K,$258.06
John HickenlooperDemocratSenateCO,Liberty Media Corp SiriusXM GroupLSXMA:US,15 Oct2024,9 Sept2024,days36,Spouse,exchange,100K–250K,$22.29
John HickenlooperDemocratSenateCO,Liberty Media Corp SiriusXM GroupLSXMA:US,15 Oct2024,6 Sept2024,days39,Spouse,sell,100K–250K,$22.55
John HickenlooperDemocratSenateCO,Chipotle Mexican Grill IncCMG:US,15 Oct2024,12 Sept2024,days33,Spouse,sell,100K–250K,$56.35
John HickenlooperDemocratSenateCO,Sirius XM Holdings IncSIRI:US,15 Oct2024,9 Sept2024,days36,Spouse,receive,100K–250K,$2.67
Greg LandsmanDemocratHouseOH,Diamondback Energy IncFANG:US,15 Oct2024,10 Sept2024,days34,Joint,sell,1K–15K,$171.49
Greg LandsmanDemocratHouseOH,NextEra Energy IncNEE:US,15 Oct2024,10 Sept2024,days34,Joint,buy,1K–15K,$82.30
Michael McCaulRepublicanHouseTX,AramarkARMK:US,14 Oct2024,20 Sept2024,days20,Spouse,buy,100K–250K,$37.75
Michael McCaulRepublicanHouseTX,PORTLAND INTERNATIONAL AIRPORTN/A,14 Oct2024,6 Sept2024,days34,Spouse,buy,100K–250K,N/A
Michael McCaulRepublicanHouseTX,Howmet Aerospace IncHWM:US,14 Oct2024,16 Sept2024,days24,Spouse,buy,100K–250K,$95.14
Michael McCaulRepublicanHouseTX,COUNTY OF CLARK NEVADAN/A,14 Oct2024,17 Sept2024,days23,Spouse,buy,50K–100K,N/A
Michael McCaulRepublicanHouseTX,GE VERNOVA INCGEV:US,14 Oct2024,16 Sept2024,days24,Spouse,buy,50K–100K,$229.93
Michael McCaulRepublicanHouseTX,Workday IncWDAY:US,14 Oct2024,23 Sept2024,days17,Spouse,buy,15K–50K,$245.03
Michael McCaulRepublicanHouseTX,DEPARTMENT OF EDUCATION SOUTH CAROLINAN/A,14 Oct2024,23 Sept2024,days17,Spouse,buy,15K–50K,N/A
Michael McCaulRepublicanHouseTX,MSD ACQUISITION CORPMSDA:US,14 Oct2024,25 Sept2024,days15,Spouse,buy,15K–50K,N/A
Michael McCaulRepublicanHouseTX,MAYS ALLOCATE LPN/A,14 Oct2024,20 Sept2024,days20,Spouse,buy,15K–50K,N/A
Michael McCaulRepublicanHouseTX,Workday IncWDAY:US,14 Oct2024,13 Sept2024,days27,Spouse,buy,15K–50K,$250.05
Michael McCaulRepublicanHouseTX,CORE & MAIN INCCNM:US,14 Oct2024,10 Sept2024,days30,Spouse,buy,15K–50K,$38.12
Michael McCaulRepublicanHouseTX,LEWIS & CLARK AGRIFOOD FUND II LPN/A,14 Oct2024,25 Sept2024,days15,Spouse,buy,15K–50K,N/A
Michael McCaulRepublicanHouseTX,HARRIS COUNTY CULTURAL EDUCATION FACILITIES FINANCE CORPN/A,14 Oct2024,19 Sept2024,days21,Spouse,buy,1K–15K,N/A
Michael McCaulRepublicanHouseTX,STATE OF IOWAN/A,14 Oct2024,12 Sept2024,days28,Spouse,buy,1K–15K,N/A
Michael McCaulRepublicanHouseTX,CAFFEINATED CAPITAL 2023 ALLOCATE ACCESS FUND LPN/A,14 Oct2024,16 Sept2024,days24,Spouse,buy,1K–15K,N/A
Michael McCaulRepublicanHouseTX,WISCONSIN HOUSING AND ECONOMIC DEVELOPMENT AUTHORITYN/A,14 Oct2024,3 Sept2024,days37,Spouse,sell,1K–15K,N/A
Michael McCaulRepublicanHouseTX,MASSACHUSETTS BAY TRANSPORTATION AUTHORITYN/A,14 Oct2024,19 Sept2024,days21,Spouse,sell,1K–15K,N/A
Michael McCaulRepublicanHouseTX,GE VERNOVA INCGEV:US,14 Oct2024,25 Sept2024,days15,Spouse,sell,15K–50K,$255.05
Michael McCaulRepublicanHouseTX,VIRGINIA HOUSING DEVELOPMENT AUTHORITYN/A,14 Oct2024,18 Sept2024,days22,Spouse,sell,15K–50K,N/A
Michael McCaulRepublicanHouseTX,CITY OF TEMPE ARIZONAN/A,14 Oct2024,10 Sept2024,days30,Spouse,sell,50K–100K,N/A
Michael McCaulRepublicanHouseTX,BJ's Wholesale Club Holdings IncBJ:US,14 Oct2024,6 Sept2024,days34,Spouse,sell,50K–100K,$76.83
Michael McCaulRepublicanHouseTX,COUNTY OF PRINCE GEORGES MARYLANDN/A,14 Oct2024,3 Sept2024,days37,Spouse,sell,100K–250K,N/A
Michael McCaulRepublicanHouseTX,Alphabet IncGOOGL:US,14 Oct2024,16 Sept2024,days24,Spouse,sell,100K–250K,$158.06
Michael McCaulRepublicanHouseTX,GLOBAL PAYMENTS IncGPN:US,14 Oct2024,19 Sept2024,days21,Spouse,buy,100K–250K,$112.97
Michael McCaulRepublicanHouseTX,Intel CorpINTC:US,14 Oct2024,19 Sept2024,days21,Spouse,buy,100K–250K,$21.14
Michael McCaulRepublicanHouseTX,Murphy Oil CorpMUR:US,14 Oct2024,30 Sept2024,days10,Spouse,buy,50K–100K,$33.74
Michael McCaulRepublicanHouseTX,Chevron CorpCVX:US,14 Oct2024,30 Sept2024,days10,Spouse,buy,15K–50K,$147.27
Michael McCaulRepublicanHouseTX,Sun Communities IncSUI:US,14 Oct2024,30 Sept2024,days10,Spouse,sell,100K–250K,$135.15
Michael McCaulRepublicanHouseTX,American International Group IncAIG:US,14 Oct2024,19 Sept2024,days21,Spouse,sell,100K–250K,$73.89
Michael McCaulRepublicanHouseTX,VANGUARD LONG TERM TAX EXEMPT FUNDVWLUX:US,14 Oct2024,3 Sept2024,days37,Spouse,sell,1K–15K,N/A
Michael McCaulRepublicanHouseTX,AramarkARMK:US,14 Oct2024,20 Sept2024,days20,Spouse,buy,100K–250K,$37.75
Michael McCaulRepublicanHouseTX,PORTLAND INTERNATIONAL AIRPORTN/A,14 Oct2024,6 Sept2024,days34,Child,buy,50K–100K,N/A
Michael McCaulRepublicanHouseTX,Howmet Aerospace IncHWM:US,14 Oct2024,16 Sept2024,days24,Child,buy,50K–100K,$95.14
Michael McCaulRepublicanHouseTX,MSD ACQUISITION CORPMSDA:US,14 Oct2024,25 Sept2024,days15,Child,buy,50K–100K,N/A
Michael McCaulRepublicanHouseTX,MAYS ALLOCATE LPN/A,14 Oct2024,20 Sept2024,days20,Child,buy,15K–50K,N/A
Michael McCaulRepublicanHouseTX,COUNTY OF CLARK NEVADAN/A,14 Oct2024,17 Sept2024,days23,Child,buy,15K–50K,N/A
Michael McCaulRepublicanHouseTX,GE VERNOVA INCGEV:US,14 Oct2024,16 Sept2024,days24,Child,buy,15K–50K,$229.93
Michael McCaulRepublicanHouseTX,Workday IncWDAY:US,14 Oct2024,23 Sept2024,days17,Child,buy,15K–50K,$245.03
Michael McCaulRepublicanHouseTX,DEPARTMENT OF EDUCATION SOUTH CAROLINAN/A,14 Oct2024,23 Sept2024,days17,Child,buy,15K–50K,N/A
Michael McCaulRepublicanHouseTX,Workday IncWDAY:US,14 Oct2024,13 Sept2024,days27,Child,buy,15K–50K,$250.05
Michael McCaulRepublicanHouseTX,CORE & MAIN INCCNM:US,14 Oct2024,10 Sept2024,days30,Child,buy,15K–50K,$38.12
Michael McCaulRepublicanHouseTX,LEWIS & CLARK AGRIFOOD FUND II LPN/A,14 Oct2024,25 Sept2024,days15,Child,buy,1K–15K,N/A
Michael McCaulRepublicanHouseTX,HARRIS COUNTY CULTURAL EDUCATION FACILITIES FINANCE CORPN/A,14 Oct2024,19 Sept2024,days21,Child,buy,1K–15K,N/A
Michael McCaulRepublicanHouseTX,STATE OF IOWAN/A,14 Oct2024,12 Sept2024,days28,Child,buy,1K–15K,N/A
Michael McCaulRepublicanHouseTX,CAFFEINATED CAPITAL 2023 ALLOCATE ACCESS FUND LPN/A,14 Oct2024,16 Sept2024,days24,Child,buy,1K–15K,N/A
Michael McCaulRepublicanHouseTX,WISCONSIN HOUSING AND ECONOMIC DEVELOPMENT AUTHORITYN/A,14 Oct2024,3 Sept2024,days37,Child,sell,1K–15K,N/A
Michael McCaulRepublicanHouseTX,MASSACHUSETTS BAY TRANSPORTATION AUTHORITYN/A,14 Oct2024,19 Sept2024,days21,Child,sell,1K–15K,N/A
Michael McCaulRepublicanHouseTX,GE VERNOVA INCGEV:US,14 Oct2024,25 Sept2024,days15,Child,sell,15K–50K,$255.05
Michael McCaulRepublicanHouseTX,VIRGINIA HOUSING DEVELOPMENT AUTHORITYN/A,14 Oct2024,18 Sept2024,days22,Child,sell,15K–50K,N/A
Michael McCaulRepublicanHouseTX,CITY OF TEMPE ARIZONAN/A,14 Oct2024,10 Sept2024,days30,Child,sell,15K–50K,N/A
Michael McCaulRepublicanHouseTX,BJ's Wholesale Club Holdings IncBJ:US,14 Oct2024,6 Sept2024,days34,Child,sell,50K–100K,$76.83
Michael McCaulRepublicanHouseTX,COUNTY OF PRINCE GEORGES MARYLANDN/A,14 Oct2024,3 Sept2024,days37,Child,sell,50K–100K,N/A
Michael McCaulRepublicanHouseTX,Alphabet IncGOOGL:US,14 Oct2024,16 Sept2024,days24,Child,sell,100K–250K,$158.06
Michael McCaulRepublicanHouseTX,GLOBAL PAYMENTS IncGPN:US,14 Oct2024,19 Sept2024,days21,Child,sell,15K–50K,$112.97
Michael McCaulRepublicanHouseTX,Intel CorpINTC:US,14 Oct2024,19 Sept2024,days21,Child,buy,15K–50K,$21.14
Michael McCaulRepublicanHouseTX,Murphy Oil CorpMUR:US,14 Oct2024,30 Sept2024,days10,Child,buy,1K–15K,$33.74
Michael McCaulRepublicanHouseTX,Chevron CorpCVX:US,14 Oct2024,30 Sept2024,days10,Child,buy,1K–15K,$147.27
Michael McCaulRepublicanHouseTX,Sun Communities IncSUI:US,14 Oct2024,30 Sept2024,days10,Child,sell,15K–50K,$135.15
Michael McCaulRepublicanHouseTX,American International Group IncAIG:US,14 Oct2024,19 Sept2024,days21,Child,sell,15K–50K,$73.89
Michael McCaulRepublicanHouseTX,VANGUARD LONG TERM TAX EXEMPT FUNDVWLUX:US,14 Oct2024,3 Sept2024,days37,Child,buy,1K–15K,N/A
Michael McCaulRepublicanHouseTX,ALLOCATE PREMIER ACCESS FUND LPN/A,14 Oct2024,23 Sept2024,days17,Child,buy,15K–50K,N/A
Jonathan JacksonDemocratHouseIL,AramarkARMK:US,14 Oct2024,19 Sept2024,days22,Joint,buy,15K–50K,$38.91
Jonathan JacksonDemocratHouseIL,General Dynamics CorpGD:US,14 Oct2024,24 Sept2024,days17,Joint,buy,15K–50K,$304.67
Jonathan JacksonDemocratHouseIL,Merck & Co IncMRK:US,14 Oct2024,24 Sept2024,days17,Joint,sell,15K–50K,$114.96
Jonathan JacksonDemocratHouseIL,The AES CorpAES:US,14 Oct2024,19 Sept2024,days22,Joint,sell,15K–50K,$18.90
Gerry ConnollyDemocratHouseVA,Leidos Holdings IncLDOS:US,14 Oct2024,10 Oct2024,days1,Joint,sell,1K–15K,$164.55
Gerry ConnollyDemocratHouseVA,Science Applications International CorpSAIC:US,14 Oct2024,10 Oct2024,days1,Joint,sell,1K–15K,$142.74
Lloyd DoggettDemocratHouseTX,The Home Depot IncHD:US,11 Oct2024,12 Sept2024,days28,Undisclosed,buy,1K–15K,$374.43
Lloyd DoggettDemocratHouseTX,International Business Machines CorpIBM:US,11 Oct2024,10 Sept2024,days30,Undisclosed,buy,1K–15K,$205.32
Lloyd DoggettDemocratHouseTX,Johnson & JohnsonJNJ:US,11 Oct2024,10 Sept2024,days30,Undisclosed,buy,1K–15K,$167.38
Lloyd DoggettDemocratHouseTX,PPG Industries IncPPG:US,11 Oct2024,12 Sept2024,days28,Undisclosed,buy,1K–15K,$125.49
Sheldon WhitehouseDemocratSenateRI,Amgen IncAMGN:US,10 Oct2024,17 Sept2024,days23,Self,sell,1K–15K,$332.80
Marjorie Taylor GreeneRepublicanHouseGA,US TREASURY BILLSN/A,10 Oct2024,9 Oct2024,days1,Undisclosed,buy,100K–250K,N/A
Marjorie Taylor GreeneRepublicanHouseGA,Applied Materials IncAMAT:US,9 Oct2024,4 Oct2024,days4,Undisclosed,buy,1K–15K,$201.97
Marjorie Taylor GreeneRepublicanHouseGA,ASML Holding NVASML:US,9 Oct2024,4 Oct2024,days4,Undisclosed,buy,1K–15K,$833.00
Marjorie Taylor GreeneRepublicanHouseGA,Costco Wholesale CorpCOST:US,9 Oct2024,4 Oct2024,days4,Undisclosed,buy,1K–15K,$883.11
Marjorie Taylor GreeneRepublicanHouseGA,Dell Technologies IncDELL:US,9 Oct2024,4 Oct2024,days4,Undisclosed,buy,1K–15K,$120.42
Marjorie Taylor GreeneRepublicanHouseGA,FedEx CorpFDX:US,9 Oct2024,4 Oct2024,days4,Undisclosed,buy,1K–15K,$260.84
Marjorie Taylor GreeneRepublicanHouseGA,JPMorgan Chase & CoJPM:US,9 Oct2024,4 Oct2024,days4,Undisclosed,buy,1K–15K,$211.22
Marjorie Taylor GreeneRepublicanHouseGA,Lam Research CorpLRCX:US,9 Oct2024,4 Oct2024,days4,Undisclosed,buy,1K–15K,$81.54
Marjorie Taylor GreeneRepublicanHouseGA,Meta Platforms IncMETA:US,9 Oct2024,4 Oct2024,days4,Undisclosed,buy,1K–15K,$595.94
Marjorie Taylor GreeneRepublicanHouseGA,US TREASURY BILLSN/A,9 Oct2024,4 Oct2024,days4,Undisclosed,buy,50K–100K,N/A
Marjorie Taylor GreeneRepublicanHouseGA,Visa IncV:US,9 Oct2024,4 Oct2024,days4,Undisclosed,buy,1K–15K,$277.93
Earl BlumenauerDemocratHouseOR,Target CorpTGT:US,9 Oct2024,26 Sept2024,days12,Spouse,buy,15K–50K,N/A
Earl BlumenauerDemocratHouseOR,Target CorpTGT:US,9 Oct2024,26 Sept2024,days12,Spouse,sell,15K–50K,N/A
Earl BlumenauerDemocratHouseOR,US TREASURY BILLSN/A,9 Oct2024,13 Sept2024,days25,Undisclosed,buy,1K–15K,N/A
Earl BlumenauerDemocratHouseOR,US TREASURY BILLSN/A,9 Oct2024,27 Sept2024,days11,Undisclosed,buy,15K–50K,N/A
Earl BlumenauerDemocratHouseOR,US TREASURY BILLSN/A,9 Oct2024,27 Sept2024,days11,Undisclosed,buy,15K–50K,N/A
Earl BlumenauerDemocratHouseOR,Ventas IncVTR:US,9 Oct2024,19 Sept2024,days19,Spouse,sell,15K–50K,$62.20
Ro KhannaDemocratHouseCA,Barclays Bank PLC8376923Z:LN,8 Oct2024,12 Sept2024,days22,Child,buy,100K–250K,N/A
Ro KhannaDemocratHouseCA,BNP ParibasBNPQY:US,8 Oct2024,3 Sept2024,days31,Child,buy,50K–100K,$34.06
Ro KhannaDemocratHouseCA,Canadian Imperial Bank of CommerceCM:US,8 Oct2024,4 Sept2024,days30,Child,buy,50K–100K,$58.92
Ro KhannaDemocratHouseCA,Barclays Bank PLC8376923Z:LN,8 Oct2024,10 Sept2024,days24,Child,buy,50K–100K,N/A
Ro KhannaDemocratHouseCA,Martin Marietta Materials IncMLM:US,8 Oct2024,5 Sept2024,days29,Child,buy,1K–15K,$506.07
Ro KhannaDemocratHouseCA,Accenture PLCACN:US,8 Oct2024,20 Sept2024,days14,Child,buy,1K–15K,$336.22
Ro KhannaDemocratHouseCA,Aon PLCAON:US,8 Oct2024,6 Sept2024,days28,Child,buy,1K–15K,$348.03
Ro KhannaDemocratHouseCA,Aon PLCAON:US,8 Oct2024,20 Sept2024,days14,Child,buy,1K–15K,$347.03
Ro KhannaDemocratHouseCA,Aon PLCAON:US,8 Oct2024,30 Sept2024,days4,Child,buy,1K–15K,$345.99
Ro KhannaDemocratHouseCA,Aon PLCAON:US,8 Oct2024,11 Sept2024,days23,Child,buy,1K–15K,$344.80
Ro KhannaDemocratHouseCA,Aon PLCAON:US,8 Oct2024,19 Sept2024,days15,Child,buy,1K–15K,$346.97
Ro KhannaDemocratHouseCA,Aon PLCAON:US,8 Oct2024,24 Sept2024,days10,Child,buy,1K–15K,$347.43
Ro KhannaDemocratHouseCA,Accenture PLCACN:US,8 Oct2024,20 Sept2024,days14,Child,buy,1K–15K,$336.22
Ro KhannaDemocratHouseCA,NiSource IncNI:US,8 Oct2024,3 Sept2024,days31,Child,buy,1K–15K,$33.19
Ro KhannaDemocratHouseCA,Air Lease CorpAL:US,8 Oct2024,18 Sept2024,days16,Child,buy,1K–15K,$44.49
Ro KhannaDemocratHouseCA,NVR IncNVR:US,8 Oct2024,13 Sept2024,days21,Child,sell,1K–15K,"$9,369.58"
Ro KhannaDemocratHouseCA,The Allstate CorporationALL:US,8 Oct2024,9 Sept2024,days25,Child,sell,1K–15K,$187.20
Ro KhannaDemocratHouseCA,Stryker CorpSYK:US,8 Oct2024,13 Sept2024,days21,Child,sell,1K–15K,$370.25
Ro KhannaDemocratHouseCA,PepsiCo IncPEP:US,8 Oct2024,23 Sept2024,days11,Child,sell,1K–15K,$172.11
Ro KhannaDemocratHouseCA,PepsiCo IncPEP:US,8 Oct2024,30 Sept2024,days4,Child,sell,1K–15K,$170.05
Ro KhannaDemocratHouseCA,PepsiCo IncPEP:US,8 Oct2024,20 Sept2024,days14,Child,sell,1K–15K,$171.18
Ro KhannaDemocratHouseCA,PepsiCo IncPEP:US,8 Oct2024,27 Sept2024,days7,Child,sell,1K–15K,$170.00
Ro KhannaDemocratHouseCA,Citigroup IncC:US,8 Oct2024,12 Sept2024,days22,Child,buy,50K–100K,$57.33
Ro KhannaDemocratHouseCA,Micron Technology IncMU:US,8 Oct2024,27 Sept2024,days7,Child,buy,1K–15K,$107.50
Ro KhannaDemocratHouseCA,OKTA IncOKTA:US,8 Oct2024,20 Sept2024,days14,Child,buy,1K–15K,$75.75
Ro KhannaDemocratHouseCA,Starbucks CorpSBUX:US,8 Oct2024,12 Sept2024,days22,Child,sell,1K–15K,$99.28
Ro KhannaDemocratHouseCA,Starbucks CorpSBUX:US,8 Oct2024,6 Sept2024,days28,Child,sell,1K–15K,$91.15
Ro KhannaDemocratHouseCA,Graphic Packaging Holding CoGPK:US,8 Oct2024,25 Sept2024,days9,Child,sell,1K–15K,$28.69
Ro KhannaDemocratHouseCA,The Allstate CorporationALL:US,8 Oct2024,9 Sept2024,days25,Child,sell,1K–15K,$187.20
Ro KhannaDemocratHouseCA,The Bank of Nova ScotiaBNS:US,8 Oct2024,12 Sept2024,days22,Child,buy,15K–50K,$51.73
Ro KhannaDemocratHouseCA,Adobe IncADBE:US,8 Oct2024,9 Sept2024,days25,Child,buy,1K–15K,$569.88
Ro KhannaDemocratHouseCA,Merck & Co IncMRK:US,8 Oct2024,9 Sept2024,days25,Child,buy,1K–15K,$115.41
Ro KhannaDemocratHouseCA,Intel CorpINTC:US,8 Oct2024,9 Sept2024,days25,Child,buy,1K–15K,$19.07
Ro KhannaDemocratHouseCA,Schwab (Charles) CorpSCHW:US,8 Oct2024,9 Sept2024,days25,Child,buy,1K–15K,$63.01
Ro KhannaDemocratHouseCA,Nike IncNKE:US,8 Oct2024,9 Sept2024,days25,Child,buy,1K–15K,$79.49
Ro KhannaDemocratHouseCA,Lam Research CorpLRCX:US,8 Oct2024,9 Sept2024,days25,Child,buy,1K–15K,$734.31
Ro KhannaDemocratHouseCA,United Parcel Service IncUPS:US,8 Oct2024,9 Sept2024,days25,Child,buy,1K–15K,$128.88
Ro KhannaDemocratHouseCA,McKesson CorpMCK:US,8 Oct2024,9 Sept2024,days25,Child,buy,1K–15K,$509.42
Ro KhannaDemocratHouseCA,Synopsys IncSNPS:US,8 Oct2024,9 Sept2024,days25,Child,buy,1K–15K,$464.16
Ro KhannaDemocratHouseCA,CrowdStrike Holdings IncCRWD:US,8 Oct2024,9 Sept2024,days25,Child,buy,1K–15K,$246.58
Ro KhannaDemocratHouseCA,Airbnb IncABNB:US,8 Oct2024,9 Sept2024,days25,Child,buy,1K–15K,$116.36
Ro KhannaDemocratHouseCA,Align Technology IncALGN:US,8 Oct2024,9 Sept2024,days25,Child,buy,1K–15K,$221.38
Ro KhannaDemocratHouseCA,Fortive CorpFTV:US,8 Oct2024,9 Sept2024,days25,Child,buy,1K–15K,$72.31
Ro KhannaDemocratHouseCA,Carnival Corporation & PLCCCL:US,8 Oct2024,9 Sept2024,days25,Child,buy,1K–15K,$16.03
Ro KhannaDemocratHouseCA,Franklin Resources IncBEN:US,8 Oct2024,9 Sept2024,days25,Child,buy,1K–15K,$19.55
Ro KhannaDemocratHouseCA,Ford Motor CoF:US,8 Oct2024,9 Sept2024,days25,Child,buy,1K–15K,$10.66
Ro KhannaDemocratHouseCA,Regions Financial CorpRF:US,8 Oct2024,9 Sept2024,days25,Child,buy,1K–15K,$22.55
Ro KhannaDemocratHouseCA,Uber Technologies IncUBER:US,8 Oct2024,9 Sept2024,days25,Child,buy,1K–15K,$69.80
Ro KhannaDemocratHouseCA,DexCom IncDXCM:US,8 Oct2024,9 Sept2024,days25,Child,buy,1K–15K,$69.71
Ro KhannaDemocratHouseCA,LKQ CorporationLKQ:US,8 Oct2024,9 Sept2024,days25,Child,buy,1K–15K,$39.98
Ro KhannaDemocratHouseCA,Dollar Tree IncDLTR:US,8 Oct2024,9 Sept2024,days25,Child,buy,1K–15K,$67.42
Ro KhannaDemocratHouseCA,Edwards Lifesciences CorpEW:US,8 Oct2024,9 Sept2024,days25,Child,buy,1K–15K,$65.71
Ro KhannaDemocratHouseCA,M&T Bank CorpMTB:US,8 Oct2024,9 Sept2024,days25,Child,buy,1K–15K,$168.78
Ro KhannaDemocratHouseCA,Constellation Brands IncSTZ:US,8 Oct2024,9 Sept2024,days25,Child,buy,1K–15K,$250.89
Ro KhannaDemocratHouseCA,Albemarle CorpALB:US,8 Oct2024,9 Sept2024,days25,Child,buy,1K–15K,$78.41
Ro KhannaDemocratHouseCA,salesforce.com IncCRM:US,8 Oct2024,9 Sept2024,days25,Child,sell,1K–15K,$245.76
